1,2,113,0,342,2006,10486
1,1,0,0,340,2008,25133
1,2,109,127,338,2006,16311
1,1,132,121,330,2008,16451
1,2,110,0,338,2009,0
1,2,114,131,338,2006,5928
1,0,131,133,0,2006,50785
2,1,95,0,0,2005,17636
2,1,109,95,0,2005,8955
2,1,132,0,0,2005,9105
1,1,132,0,338,2006,0
1,1,121,118,330,2008,50059
1,1,95,118,330,2008,7831
1,1,118,0,330,2006,17050
1,1,98,0,330,2007,21220
1,0,134,90,0,2007,0
1,0,0,0,0,0,0
2,2,108,100,0,2005,315
1,2,95,0,340,2008,26696
1,2,106,0,0,0,19350
1,1,131,135,333,2006,11172
1,1,132,95,338,2009,59821
1,1,94,92,338,2007,11225
1,1,0,0,340,2009,0
2,2,92,114,0,2005,52105
1,1,131,109,335,2008,19860
1,1,131,0,338,2006,9321
1,2,132,92,334,2007,17584
2,0,109,137,0,2005,6280
2,1,90,131,0,2004,0
1,2,114,0,331,2008,4416
1,1,106,0,334,2008,5646
1,2,129,130,331,2009,0
1,1,0,0,333,2009,0
2,1,106,107,0,2005,6399
1,2,131,128,342,2006,50158
2,0,116,105,332,0,20562
2,1,93,114,338,2005,9366
1,1,108,127,328,2009,0
1,2,0,0,329,2008,3601
1,1,94,0,330,2006,50481
2,2,114,121,0,2005,19281
1,1,95,126,335,2008,3638
1,2,134,0,338,2006,20454
1,1,114,129,327,2009,50259
2,2,109,115,342,2005,0
2,2,106,132,0,2005,1408
1,2,107,120,332,2006,9148
1,2,106,110,333,2009,0
1,2,135,90,333,2007,0
1,2,108,104,340,2009,57423
1,2,106,131,331,2009,22250
1,1,105,134,0,2006,3748
1,1,0,0,329,2007,16355
1,1,109,92,0,2005,50848
1,2,131,129,338,2005,50582
2,2,106,120,332,2005,50284
1,0,0,0,0,0,0
2,1,95,0,0,2004,5486
1,1,118,136,330,2009,0
2,2,114,131,335,2003,715
1,2,108,95,338,2006,9262
2,1,134,122,331,2005,16805
1,0,120,0,335,2007,2903
1,1,109,132,335,2007,9291
1,2,106,131,338,2009,25037
2,1,132,93,0,2005,9224
1,1,135,107,338,2006,52564
1,2,109,0,340,2009,50550
1,2,114,107,338,2005,24457
2,2,104,120,0,2001,2325
5,2,95,98,0,2005,20853
1,2,108,129,335,2006,16361
1,2,114,132,0,2006,17537
1,2,95,138,340,2008,50419
1,1,130,93,331,2006,16007
1,2,0,0,327,2009,50732
1,1,130,120,340,2009,19581
1,2,0,0,0,0,16233
1,2,134,110,0,2007,50004
2,1,118,0,0,2005,315
1,1,94,106,0,2007,51601
1,0,0,0,0,0,20631
1,1,0,0,333,2008,16906
1,0,134,115,338,2006,15301
1,2,94,0,338,2009,719
1,1,109,135,335,2007,9255
2,2,109,132,342,2005,25070
2,0,135,126,0,2005,10154
1,2,131,135,328,2007,17430
4,2,106,120,338,2006,52516
2,2,134,110,0,2005,26070
1,1,114,130,331,2009,1278
1,1,108,0,340,2008,0
1,2,95,137,340,2005,6811
1,0,0,0,0,2007,0
1,1,106,134,0,2007,50979
1,2,108,106,336,2007,0
1,2,108,0,333,2007,50213
1,2,108,0,0,2006,6241
1,0,120,130,0,2007,9829
1,1,135,125,338,2006,8910
1,2,120,106,328,2006,21730
1,1,109,126,340,2007,2448
1,1,0,0,340,0,0
1,0,90,0,332,2007,23747
2,2,108,0,0,2005,16241
1,2,108,0,338,2009,50582
1,1,0,0,338,2009,25459
2,1,90,0,0,2005,17949
1,1,95,132,333,2007,16128
1,2,95,132,338,2006,21265
1,1,131,95,333,2009,3841
1,2,134,114,330,2008,20487
2,2,106,92,0,2003,6280
1,2,94,0,331,2006,50045
1,0,91,90,340,2008,0
1,2,106,120,338,2009,0
1,2,129,0,331,2009,3739
1,2,109,123,333,2006,15903
1,2,92,122,330,2010,15430
2,2,114,0,0,2004,4279
2,1,131,128,338,2005,22234
1,2,131,114,340,2008,16243
1,2,131,133,338,2009,0
1,1,102,0,338,2006,10937
2,1,114,0,0,2005,0
1,1,111,0,331,2009,50146
1,1,126,133,332,2007,50506
1,2,106,0,327,2007,9023
1,1,0,0,328,2008,15947
1,2,108,98,340,2009,0
1,1,131,112,331,2006,25119
1,1,0,0,331,2009,50963
1,2,131,114,328,2009,0
1,2,130,120,331,2009,9107
1,1,106,131,328,2007,50224
2,2,132,95,0,2001,3161
1,0,91,115,338,2006,25829
1,1,0,0,336,2008,51273
1,2,129,0,338,2007,26770
2,2,108,0,0,2005,50025
1,1,95,109,328,2009,0
1,2,127,108,328,2009,0
1,1,95,136,330,2006,0
1,1,0,0,334,2008,53392
1,1,95,107,340,2008,20788
2,2,114,116,330,2004,50145
1,2,109,95,338,2006,50240
2,1,109,137,0,0,17746
1,2,106,108,340,2008,52104
1,1,0,0,340,2008,50189
1,2,130,93,340,2008,20747
2,1,109,135,0,2005,56212
2,1,114,0,338,2004,25281
2,2,108,129,338,2005,4514
1,2,95,131,331,2009,0
1,1,132,107,333,2008,9223
2,2,108,106,342,2005,3716
2,2,109,107,0,2004,50460
2,1,107,129,0,2005,17083
1,1,132,0,338,2009,20838
1,1,91,109,337,2008,50347
3,2,106,132,340,2008,51095
1,2,104,0,330,2006,50737
1,1,131,108,0,2009,0
1,1,0,0,0,0,0
1,0,0,0,0,0,0
1,1,132,98,0,2006,9021
1,1,114,131,331,2009,50029
1,1,114,0,338,0,0
1,1,0,0,330,2008,9262
1,0,131,106,331,2007,24989
2,2,131,106,338,2005,16447
2,1,135,115,0,2005,9077
1,1,131,107,335,2007,21566
2,1,90,122,0,2005,23618
1,1,114,131,338,2008,16794
1,1,101,100,333,2006,50597
2,0,129,95,0,2004,50491
1,2,0,0,340,2009,16783
1,1,95,0,0,2006,20772
1,1,121,94,340,2007,17863
1,2,95,131,0,2006,8910
3,2,109,122,0,0,23921
2,1,135,115,0,0,637
1,1,114,0,331,2008,0
2,2,104,131,0,2005,50701
1,1,95,132,332,2006,9241
1,2,104,120,328,2008,9506
1,2,0,0,328,2009,0
1,2,0,0,338,2006,50099
1,1,106,0,334,2008,17939
1,1,0,0,338,2009,0
1,1,95,132,338,2006,1608
1,2,132,106,338,2007,611
1,2,118,101,0,2007,50007
2,2,109,0,0,2003,24657
2,1,109,107,0,2005,25370
2,1,114,107,338,2005,50001
1,1,98,95,340,2009,21799
1,1,0,95,331,2008,50871
4,1,0,0,0,0,0
1,2,131,107,0,2005,50024
1,2,108,120,340,2008,6674
1,2,131,133,342,2007,17246
1,1,132,136,331,2007,17636
1,0,0,0,0,0,0
1,1,109,114,0,2006,9244
1,1,0,0,333,2009,25111
1,1,0,0,336,2008,9321
2,1,108,130,334,2005,9318
1,2,108,104,328,2008,9143
1,2,95,114,330,2008,16267
2,2,135,0,0,2002,50975
1,1,134,90,335,2008,50921
2,1,95,135,0,2005,25280
1,2,135,110,338,2009,17813
1,2,130,0,327,2007,52530
1,1,0,0,0,2007,21605
2,2,100,104,330,2004,5978
