2,1,264,256,0,0,2230
2,0,263,0,0,2005,2422
1,1,263,250,92,2008,26395
1,1,240,275,89,2007,16425
1,1,277,0,88,2007,2602
1,2,247,254,92,2009,1942
2,0,252,256,0,2004,9492
2,1,240,254,0,2005,50081
1,1,236,260,0,2007,21178
1,2,0,0,87,2009,0
1,1,279,252,97,2008,17907
2,2,273,0,0,2004,50436
1,0,0,0,92,0,19295
1,1,240,241,91,2009,16503
1,2,285,259,91,2008,50623
1,2,0,0,92,2008,50002
1,1,283,240,92,2008,6097
1,2,272,0,96,2006,26488
1,2,249,0,92,2006,2476
1,2,0,0,92,2008,6448
1,2,279,263,92,2007,0
1,2,279,273,97,2007,50159
1,1,240,0,87,2009,50361
1,1,282,283,87,2009,3583
2,1,240,248,0,2005,50141
1,1,259,271,95,2006,16367
1,2,263,282,92,2008,15903
1,1,240,236,96,2006,50147
1,0,0,0,0,0,0
1,2,288,0,0,2007,50203
1,0,0,0,0,0,0
1,2,249,0,90,2006,16045
1,2,0,0,0,2006,0
1,2,241,248,92,2007,50365
1,1,240,235,87,2008,9262
1,1,279,283,92,2005,52958
2,2,260,255,0,2005,20927
2,1,241,239,0,2005,10535
1,2,275,0,92,2008,0
1,2,249,0,0,2006,1912
1,2,282,273,92,2008,9283
1,1,0,0,96,2006,0
1,2,246,283,98,2007,50863
1,1,281,0,0,2007,50398
1,2,249,0,0,2005,53433
1,1,287,281,91,2008,17592
1,1,282,273,87,2009,16416
1,2,277,284,87,2007,18696
2,2,236,0,92,2005,3591
1,1,279,250,96,2006,17475
1,1,287,235,96,2006,21613
3,2,278,238,0,0,52104
2,1,249,270,92,2004,11114
1,1,275,253,87,2009,11099
1,1,252,0,96,2005,50827
1,1,240,0,0,2006,20681
1,2,238,0,92,2009,18998
1,1,240,0,92,2006,50308
2,2,273,287,96,2004,21408
2,2,240,249,0,2004,0
1,1,285,270,0,2006,51444
1,1,283,275,0,2005,50086
1,2,241,282,90,2008,16256
2,2,249,287,95,2005,52513
4,2,0,0,0,0,21095
1,1,0,0,0,2008,16482
2,1,287,0,0,2005,17268
1,2,0,0,92,2009,50889
1,2,244,0,96,2006,6668
1,1,237,283,91,2009,50346
1,2,273,249,89,2006,50830
1,2,0,0,92,2008,54563
2,2,274,289,0,2004,16435
2,1,287,0,0,2004,50350
1,2,246,0,92,2009,53297
2,1,279,247,0,2005,51002
1,2,249,283,88,2006,16805
1,1,264,240,96,2005,0
1,2,252,277,92,2007,21629
1,2,0,0,92,2008,1426
2,1,283,0,0,2003,9073
1,2,0,0,92,2009,17908
2,1,252,0,0,2005,9423
1,2,252,273,89,2006,3739
2,2,0,0,0,2000,0
1,1,278,273,92,2007,4334
1,1,252,255,92,2009,50158
1,2,241,282,92,2007,1606
1,1,263,0,92,2006,17454
1,2,273,247,92,2009,18158
2,2,273,249,0,2005,8366
1,2,273,278,92,2006,50865
1,2,249,0,90,2005,16763
1,1,283,275,92,2006,9073
