-1.149668231845603295e+00	3.792914641709291823e-01	1.262102048978477331e+00	-1.733475914841940302e+00	-1.516246888544124261e+00	-6.355082701525545108e-01	2.484113676906734014e-01	-3.880775235140055957e-01	2.334138301110332825e-01	1.629423368907371161e-01	-6.777078970823211534e-01	4.242463451071412095e-01	1.029158057712397101e-01	7.449654702284401742e-01	2.868009360710880862e-01	-3.468285947542852909e-01	-1.047691082693006370e+00	-1.168159545641328373e-01	-4.203944746414334799e-01	2.992738747048114267e-01	5.709981445324416871e-01	5.416546070579053573e-01	-9.235194572949227965e-01	2.119638162969141038e-01	1.064406426307825004e+00	-9.111507135185864525e-01	-7.752355115974844668e-02	1.832776827334975933e-01	-5.455781320404847756e-01	1.017441657750589590e-01	7.444682808588785061e-01	-7.303013238418067932e-01	-1.995884704920527497e-01	7.442333027752690011e-01	3.641600293501683350e-01	7.996210179310716537e-01
-1.366847751403573175e-01	1.082864941322394525e+00	-1.570835954182778327e+00	-1.789296413325805191e-01	1.096252261884193696e-01	-5.493651213832217994e-02	1.851631778204042345e+00	2.613295384839456892e-01	2.503654470428166690e+00	5.601745207210684363e-01	3.023712467330653686e-01	-7.299413515161417010e-01	-5.885954162857399696e-01	1.688054011471981530e+00	1.013368927521004270e+00	1.415479386755809532e+00	-5.177324025614135627e-02	-6.208113657190739154e-01	-2.039284371737005719e-01	-1.364438477664065452e+00	5.401410417826399968e-01	1.442628148173452418e+00	1.260636839739889270e+00	1.681108404085909003e+00	-2.982245899804231715e-01	9.758046308285992509e-01	4.177104825222753559e-02	3.711213616063286924e-01	9.574089789460911160e-01	-4.227677328057657391e-01	1.745914563128440344e-01	-1.107130432506898687e-01	-8.177094740429458053e-01	1.628707612856509446e+00	7.538302336198625664e-01	2.430407688872571192e+00
1.864942548848712800e+00	2.159109517346952334e+00	1.993968587911731039e+00	-3.839735224263034902e-02	2.719462453140121250e-01	2.907962115828878202e-01	4.603623031225776430e-01	7.110898080772602992e-01	1.624040381630039942e+00	1.633912687474754766e-01	1.258805732840311942e+00	3.775221252663352178e-02	6.802910587124381125e-01	6.055967599549638702e-01	1.349218650870259273e+00	-3.454285113790829809e-01	-2.311757195164632961e+00	-1.370390509169960580e-01	1.941671048338588168e+00	3.953559158750881153e-01	2.722075386805827835e-01	2.334222112347228428e-01	-1.482217326140689018e+00	9.657787915986943972e-01	1.160529552505966233e+00	5.102614070448430184e-03	-1.763324437612512341e-01	3.919831733720902101e-01	-7.486899596537363033e-01	1.853802655330936577e+00	-7.795128907112505168e-01	4.904247150371583430e-01	3.799371021320471220e-01	-1.589720419355105108e-01	-6.015410768570872424e-01	4.069674875008735260e-01
4.781437609602678940e-01	1.414773870314220083e+00	5.080235147765133075e-02	6.301006591859894534e-01	1.866396274446079806e+00	1.471951477435456290e+00	1.279354120691620800e+00	2.690230867665496239e-01	8.536656671340772107e-01	9.631531180118951818e-01	2.966300435158963023e+00	1.214264334487422214e+00	1.208996579744153754e+00	2.180349057871769691e+00	1.331529826723499843e+00	1.240819593059313553e+00	1.301759540167191087e+00	4.758671592870598044e-01	1.486331361171774335e-01	8.276818934679407436e-01	9.429097839197160269e-01	2.642307631355151454e+00	2.035066273710690155e+00	4.541327020793481939e-01	8.589209647690477789e-01	-8.432228874618378223e-01	9.605166231262118881e-01	-1.522488818707595559e+00	1.623939860851966843e+00	9.375689990572785293e-01	-2.306307916899672517e-01	-4.977369448180205547e-01	-1.942541084948551156e+00	2.284304442771099897e+00	1.369202150452075939e+00	1.725023787871602376e+00
1.617766508971095751e-01	9.294676320557995197e-01	9.458597526820032853e-01	1.508507586532137346e-02	1.962687435385263912e+00	1.026059889748887954e+00	1.320951593586076722e+00	-1.202209709207368027e-01	-1.089412423964429832e+00	9.178154303761671962e-01	-7.576011165803970826e-01	7.450073859677237564e-01	1.077661310632568759e+00	1.165597590818263640e+00	6.303319008913996768e-01	5.904302460977945977e-01	1.488263593244417926e+00	1.172817571855143903e+00	7.259424817126922669e-01	-1.852552121145089603e-01	1.096616738038432626e+00	5.087459085821446347e-01	5.893285349468806444e-01	7.062130188668824804e-01	1.652251998625530405e+00	7.755295247198161768e-01	2.130524175320652525e+00	1.813909483242408971e+00	-3.342742629378056551e-01	1.564872925419828809e+00	2.274120842332908454e-01	1.579248938952711567e+00	1.184353878327274900e+00	-1.266918250978166238e-01	-1.523649601223240335e+00	5.221907954737160518e-01
-6.784534179523852293e-01	9.738747183514431249e-01	-4.686579875328170663e-01	1.123256171695451444e+00	9.087944103653477004e-03	3.909460181602381623e-01	1.347857401351659545e+00	1.181769776334506528e+00	1.965187175496022398e+00	-2.280302990751216785e-01	1.276613871318323712e+00	-6.162665061994108129e-01	-4.591781103895675731e-01	2.306721573283073035e+00	3.446535676439717311e-02	-2.289054320231479756e-01	-3.435706445244376961e-01	-4.746700943621716753e-03	1.159559146766369064e+00	-3.315863772304041834e-01	1.445563303619216144e-01	9.387210891928288170e-02	-9.137495808907832862e-01	9.170540906728899544e-02	4.637667907687511581e-01	1.022046580838063212e+00	-8.504490879049546592e-01	-4.911522359715582708e-01	1.282480460683862011e+00	1.917148345670561138e+00	8.688804129543352683e-01	2.128305794634844261e+00	1.130826540553507398e+00	1.097121475627661713e+00	9.893607114913974820e-01	4.609462637426157139e-01
1.414259643324963511e-01	2.015144048756607464e-01	6.377263630329847999e-01	1.721803177572805432e-01	1.176473085148399988e+00	-1.038132203040428525e+00	1.010189426867517781e+00	1.189213789754036243e+00	-3.892228044799561637e-02	1.960846714988338513e-01	-3.028552115282289181e-01	-2.319068403305143411e-01	-2.093138501635766549e-02	1.480438362296163657e-01	-5.975637187020831353e-01	-4.828908864100415199e-01	-8.346906200013599619e-01	6.938942032620165623e-01	1.345158874578747277e+00	-9.424540274582690058e-01	-9.449150985493959265e-01	-3.393917658165261642e-02	3.706170811028461909e-01	-3.668979393290882074e-01	6.535984842395261563e-01	2.474505845761652001e-01	7.360067406495882647e-01	-6.239109892036311944e-01	9.999468080510274248e-01	6.583325111165005961e-02	1.162530068661528748e+00	1.547422507549222281e+00	1.847274943499058963e+00	-7.914096011668283470e-01	1.551028254416006558e+00	7.145030006048536109e-01
-8.446592769380740773e-01	2.233715485339395068e-01	-7.667424976261074665e-01	1.023872802247804414e-01	-3.611045891484511161e-01	-4.764851671968010072e-01	-1.227687080279782766e-01	4.422804341654830163e-01	5.207672897088650998e-01	1.243429832459340245e+00	2.616825888977480918e+00	-1.087587507588754221e+00	9.830682559344615656e-01	-1.260848074445586886e-01	-1.313542040037761538e+00	1.189958807375358196e+00	-7.615671946312789764e-01	3.510345634550451205e-02	6.510046786740275593e-02	1.669393553743727887e+00	1.337555762287667260e+00	1.466131123207979225e+00	2.307838373660184850e-01	3.854828187667180828e-01	1.158893419080214038e+00	9.233360535122854262e-01	4.965025370967798835e-02	9.444075728709577788e-01	8.506611322181398815e-01	8.918195798872052826e-02	1.305690737637272392e+00	9.298211790737058724e-01	1.573332831695422040e+00	1.762564494405677529e+00	1.139201276656403472e+00	-2.880650892214893233e-01
1.267994306951628847e+00	1.647847708498848263e-01	1.527847972304230861e+00	-5.331624890952835205e-01	2.791941694974821031e-01	5.340957822156360696e-02	-4.784101286133237707e-01	3.859846450310490118e-01	-9.362292275630793026e-02	-2.431928888825035939e-01	7.804751813869545973e-01	4.519266532391824076e-01	9.824343162886900460e-01	-1.376364192284281307e+00	8.152162369319114754e-01	-1.077303583375365914e+00	-4.393617906893519942e-01	3.171385914649699767e-01	8.912464792808660885e-01	1.413487547571573799e+00	1.244913900837847143e+00	-1.820728669291726609e+00	-1.128591218144742392e+00	8.190635920255424640e-01	3.792882214432683474e-01	6.908083535821569754e-01	6.842069500834401241e-01	2.430673483559178116e-01	3.536557055421569729e-01	1.750767466310748199e+00	5.984175966571338989e-01	1.067344929686287136e+00	1.345935795258796031e+00	5.299685824399938960e-01	-1.207171395382857781e+00	7.724101689640969770e-01
1.189275630107256454e+00	-1.128773557898643531e-02	1.291600785766890302e+00	1.330522137177580833e+00	2.644960342804837383e-01	1.161808063978495342e+00	1.557965753596817882e+00	-4.882641210040583601e-02	-7.181590670615312089e-01	3.830521760676733889e-01	-5.105583262847501747e-01	5.875462097517373250e-01	-1.057523697221448788e+00	1.803380262537470635e+00	-1.091879985636156736e+00	9.769958195964437708e-01	1.285958505766190640e+00	3.044891994591532924e+00	-6.863771057824453736e-01	4.178838088721437138e-01	-1.240987573432911634e-01	5.950730573033927717e-01	5.526051062439669703e-01	-3.507610031174190346e-01	-6.953192983468419186e-01	8.544777355627770632e-01	6.315904279076705041e-01	1.548602390780373650e+00	8.396497332734309538e-01	-5.838648585002848002e-02	-1.047451118964322747e+00	-5.316975869849871472e-01	-9.127997303731251455e-02	-5.893028671396680629e-01	2.403689355876761080e-01	7.044454504659115601e-01
